_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,if__people_are_eating_the_cake_please_choose_their_gender_,if__people_are_eating_the_cake_please_choose_their_gender_:confidence,if_people_are_eating_the_cake_please_choose_their_age_,if_people_are_eating_the_cake_please_choose_their_age_:confidence,who_is_eating_or_is_likely_to_eat_the_cake,who_is_eating_or_is_likely_to_eat_the_cake:confidence,image_url
685655874,finalized,3,3/6/15 13:44,,,,,Image Not Working,1,http://thumb7.shutterstock.com/display_pic_with_logo/176449/176449
685655875,finalized,3,3/6/15 13:42,Male,1,Adult/Teenager (13 or older),1,Person,1,http://theplanetd.com/images/seafood-cape-town-south-africa1.jpg
685655876,finalized,3,3/6/15 14:03,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.babymed.com/sites/default/files/shutterstock_66218887.JPG
685655877,finalized,3,3/6/15 13:45,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.glamour.com/health-fitness/blogs/vitamin-g/2011/02/03/0202-woman-eating-fish_vg.jpg
685655878,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://us.123rf.com/400wm/400/400/imagehitevo/imagehitevo1008/imagehitevo100800948/7595231-woman-eating-seafood-spaghetti.jpg
685655879,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.delish.com/cm/delish/images/LH/davey-jones-locker-port-royal-grille-lg.jpg
685655880,finalized,3,3/6/15 14:26,Male,1,Adult/Teenager (13 or older),1,Person,1,https://brethoefen.files.wordpress.com/2010/12/brendon-eating-seafood.jpg
685655881,finalized,3,3/6/15 13:51,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.chinaodysseytours.com/2008-olympic-tour/images/eat-seafood1.jpg
685655882,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i.dailymail.co.uk/i/pix/2012/06/30/article-2167044-13DF1F41000005DC-210_634x815.jpg
685655883,finalized,3,3/6/15 13:45,Male,1,Adult/Teenager (13 or older),1,Person,1,http://media.tumblr.com/tumblr_lh3bc2jKaW1qdktoq.jpg
685655884,finalized,3,3/6/15 14:12,Female,1,Adult/Teenager (13 or older),1,Person,1,http://bebrainfit.com/wp-content/uploads/2015/02/woman-eating-salmon.jpg
685655885,finalized,3,3/6/15 13:44,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.imperfectparent.com/topics/images/2011/10/Fresh_seafood_meal-300x198.jpg
685655886,finalized,3,3/6/15 13:42,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.monahansseafood.com/wp-content/uploads/2011/06/red_snapper-3.jpg
685655887,finalized,3,3/6/15 13:45,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.assistsleep.com/images/966.jpg
685655888,finalized,3,3/6/15 13:42,Male,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/man-eating-lobster-dinner-19103249.jpg
685655889,finalized,3,3/6/15 13:42,,,,,Image Not Working,1,http://www.nothingisreal.com/photos/Sicily_2012-06/Cefal%25C3%25B9/img_7294.jpg
685655890,finalized,3,3/6/15 13:51,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.sheknows.com/articles/2011/02/woman-eating-fish.jpg
685655891,finalized,3,3/6/15 13:47,,,,,No Person,1,http://healthychild.org/assets/3.0.33_blogphoto_seafood.png
685655892,finalized,3,3/6/15 13:45,Female,1,Adult/Teenager (13 or older),1,Person,1,http://londonseafoodexpo.com/wp-content/uploads/2013/04/eating-300x226.jpg
685655893,finalized,3,3/6/15 14:26,,,,,No Person,1,http://www.rodalenews.com/files/images/6462717.jpg
685655894,finalized,3,3/6/15 14:20,,,,,Image Not Working,0.6465,http://m.blog.hu/lu/lucullus/image/2903%2520Film%2520Bean1.jpg
685655895,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,0.6869,http://www.thelocalq.com/blogs/searchlights/wp-content/uploads/2011/01/Fresh-Seafood.jpg
685655896,finalized,3,3/6/15 14:20,,,,,Image Not Working,0.6858,http://www.corbisimages.com/images/Corbis-42-15663290.jpg
685655897,finalized,3,3/6/15 14:12,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.sheknows.com/articles/2013/02/woman-eating-healthy-seafood-salad.jpg
685655898,finalized,3,3/6/15 13:44,,,,,No Person,1,http://www.futuremedicineonline.com/admin/upload/1618662782.png
685655899,finalized,3,3/6/15 13:42,,,,,No Person,1,http://i.telegraph.co.uk/multimedia/archive/02616/grilledFish_2616085b.jpg
685655900,finalized,3,3/6/15 14:03,Female,1,Adult/Teenager (13 or older),1,Person,1,http://livinggreenmag.com/wp-content/uploads/2014/01/bad-seafood.jpg
685655901,finalized,3,3/6/15 13:44,,,,,Image Not Working,1,http://www.awesomegalore.com/wp-content/uploads/images/2012/may/eating_seafood_in_sea.jpg
685655902,finalized,3,3/6/15 14:20,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.paulryburn.com/blog/wp-content/uploads/2010/08/P1000251.jpg
685655903,finalized,3,3/6/15 13:42,,,,,No Person,1,http://www.seathos.org/wp-content/uploads/2011/10/seafood-restaurants-in-milwaukee1.jpg
685655904,finalized,3,3/6/15 13:45,Female,1,Adult/Teenager (13 or older),1,Person,1,http://us.123rf.com/450wm/radist/radist1210/radist121000077/15641029-woman-is-eating-shrimp-in-a-seafood-restaurant.jpg
685655905,finalized,3,3/6/15 14:03,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.adweek.com/files/adfreak/tailsmack_2.jpg
685655906,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.seafoodsource.com/images/WomanEatingSeafood_generic_318x203.jpg
685655907,finalized,3,3/6/15 13:51,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/x/woman-eating-seafood-5529984.jpg
685655908,finalized,3,3/6/15 13:47,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.progressoverperfection.com/wp-content/uploads/2013/11/Progress-Over-Perfection-Benefits-of-a-Fishy-Diet.jpg
685655909,finalized,3,3/6/15 13:42,Male,1,Adult/Teenager (13 or older),1,No Person,0.6641,http://a.dilcdn.com/bl/wp-content/uploads/sites/8/babyzone/2013/04/woman-eating-fish-photo-420x420-ts-stk78950cor.jpg
685655910,finalized,3,3/6/15 14:20,Female,1,Adult/Teenager (13 or older),1,Person,1,http://gillseafood.com/wp-content/uploads/2013/04/dv2099011.jpg
685655911,finalized,3,3/6/15 13:51,Male,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/buisnessman-eating-seafood-8722288.jpg
685655912,finalized,3,3/6/15 13:45,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.boston.com/thingstodo/gotoit/lobsters.jpg
685655913,finalized,3,3/6/15 13:51,Female,1,Adult/Teenager (13 or older),1,Person,1,http://knowmore.tv/wp-content/uploads/2014/05/COVER-fish-e1400137966237-650x364.jpg
685655914,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://seafoodinternationaldigital.com/wp-content/uploads/sites/2/2014/04/per-capita-seafood-consumption.jpg
685655915,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,No Person,0.7107,http://www.hmhb.org/wp-content/uploads/2012/09/img07.jpg
685655916,finalized,3,3/6/15 13:47,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.freshlyvegetarian.com/uploads/image/iStock_000005108481XSmall2.jpg
685655917,finalized,3,3/6/15 14:26,Female,1,Adult/Teenager (13 or older),1,Person,1,http://shakeitbodybyvi.com/wp-content/uploads/2013/09/fisheyes-300x208.jpg
685655918,finalized,3,3/6/15 13:42,,,,,No Person,1,http://www.sldint.com/uploads/tea/seafood.jpg
685655919,finalized,3,3/6/15 13:45,Male,1,Kid (younger than 13),1,Person,1,http://www.ecokids.ca/pub/take_action/assets/images/seafood-action.jpg
685655920,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://s.hswstatic.com/gif/eat-shellfish-1.jpg
685655921,finalized,3,3/6/15 13:44,,,,,No Person,1,http://www.frugalorganicmama.com/wp-content/uploads/2013/05/fish-market.jpg
685655922,finalized,3,3/6/15 14:03,Male,1,Adult/Teenager (13 or older),1,Person,1,http://static.fjcdn.com/pictures/Mfw%2Bi%2Beat%2Bseafood_7eefa1_4147574.jpg
685655923,finalized,3,3/6/15 13:42,Female,1,Kid (younger than 13),1,Person,1,http://media4.onsugar.com/files/2014/03/09/125/n/24155406/0d2e1053ded28893_186113379.jpg
685655924,finalized,3,3/6/15 13:42,,,,,No Person,0.6717,http://dir.coolclips.com/Food/Seafood/Sardines_Canned_Fish/man_eating_seafood_CoolClips_vc017775.jpg
685655925,finalized,3,3/6/15 13:45,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.livestrong.com/wp-content/uploads/2013/04/Oysters_CaltonBlog_200118136-001.jpg
685655926,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,0.6414,http://us.123rf.com/450wm/ia64/ia641404/ia64140400003/27560946-healthy-eating-seafood--beauty-young-smiling-woman-hand-holding-raw-salmon-or-trout-fish-food-at-kit.jpg
685655927,finalized,3,3/6/15 14:12,Female,1,Adult/Teenager (13 or older),1,Person,1,http://dgchaacicgqa5.cloudfront.net/wp-content/uploads/2014/07/pregnant-fish.jpg
685655928,finalized,3,3/6/15 13:47,Female,1,Adult/Teenager (13 or older),1,Person,1,https://thethingsiamcrazyfor.files.wordpress.com/2014/04/dscf1431_2.jpg
685655929,finalized,3,3/6/15 14:20,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/t/young-caucasian-woman-eating-seafood-disguise-isolated-white-37511486.jpg
685655930,finalized,3,3/6/15 14:03,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.aajkatajakhabar.com/wp-content/uploads/2010/11/obamaeatingfish.jpg
685655931,finalized,3,3/6/15 14:12,Male,1,Kid (younger than 13),1,Person,1,http://idrankthecfkoolaid.files.wordpress.com/2012/12/seafood-diet-see-food.jpg
685655932,finalized,3,3/6/15 13:42,Male,1,Kid (younger than 13),1,No Person,0.7107,http://www.emoryhealthcare.org/maternity-center/img/baby.jpg
685655933,finalized,3,3/6/15 14:26,Male,1,Adult/Teenager (13 or older),1,Person,1,http://fr2day.com/images/page_image/Mr_Bean_eating_seafood_holiday_cannes.jpg
685655934,finalized,3,3/6/15 13:45,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.redlobster.com/images/passion_content/crackin_legs.jpg
685655935,finalized,3,3/6/15 13:42,,,,,No Person,1,http://bed56888308e93972c04-0dfc23b7b97881dee012a129d9518bae.r34.cf1.rackcdn.com/sites/default/files/imagecache/standard/recipes/MF7961_0.JPG
685655936,finalized,3,3/6/15 13:42,Male,1,Adult/Teenager (13 or older),1,Person,1,http://i.istockimg.com/file_thumbview_approve/20036421/2/stock-photo-20036421-poor-fat-man-eating-fish-head-soup-at-wood-table.jpg
685655937,finalized,3,3/6/15 13:51,Male,1,Kid (younger than 13),0.6738,Person,1,http://www.swisscoopers.com/wp-content/uploads/2011/07/IMG_3984_Zach_seafood_stew_pot_Lolas.jpg
685655938,finalized,3,3/6/15 14:03,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i.dailymail.co.uk/i/pix/2012/02/01/article-2094819-118C7176000005DC-361_468x404.jpg
685655939,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.thecherryshare.com/pictures/eating-seafood-while-pregnant-270270.jpg
685655940,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdns.medindia.net/health-images/eating-fish-during-pregnancy.jpg
685655941,finalized,3,3/6/15 13:45,Male,0.6591,Adult/Teenager (13 or older),1,Person,0.6989,http://oceannaturals.com/wp-content/uploads/2013/05/fish-market.jpg
685655942,finalized,3,3/6/15 13:42,Male,1,Adult/Teenager (13 or older),1,Person,0.6764,http://scienceblogs.com/shiftingbaselines/wp-content/blogs.dir/425/files/2012/04/i-e75f1c1ce6417990b0e36ed0e7351329-Starkist.jpg
685655943,finalized,3,3/6/15 13:42,,,,,No Person,0.6717,http://fearofaghostplanet.com/wp-content/uploads/2011/11/Picture-8.png
685655944,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,0.6563,http://upload.wikimedia.org/wikipedia/commons/6/6f/Jan_Steen_008.jpg
685655945,finalized,3,3/6/15 13:42,Male,1,Adult/Teenager (13 or older),1,No Person,1,http://images.agoramedia.com/wte3.0/gcms/plate-of-fish-315x315.jpg
685655946,finalized,3,3/6/15 13:47,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i.dailymail.co.uk/i/pix/2014/05/05/article-2620307-05AFCD0F000005DC-255_306x442.jpg
685655947,finalized,3,3/6/15 14:12,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.americanfishmarket.com/wp-content/uploads/2015/01/pregnant-women-fish-consumption.jpg
685655948,finalized,3,3/6/15 13:45,,,,,Image Not Working,1,http://healthyeating.sfgate.com/DM-Resize/photos.demandstudios.com/162/161/fotolia_2335382_XS.jpg
685655949,finalized,3,3/6/15 13:45,Female,1,Kid (younger than 13),1,Person,1,http://cdns.medindia.net/health-images/High-Protein.jpg
685655950,finalized,3,3/6/15 14:03,,,,,No Person,1,http://www.speakupforblue.com/wordpress/wp-content/uploads/2011/09/Food_Seafood_Frozen_fish_011985_.jpg
685655951,finalized,3,3/6/15 14:12,,,,,No Person,1,https://www.walksofitaly.com/blog/wp-content/uploads/2012/05/DSC_0444.jpg
685655952,finalized,3,3/6/15 13:42,,,,,No Person,1,http://images.thenews.com.pk/updates_pics/4-2-2013_94917_l.jpg
685655953,finalized,3,3/6/15 14:26,,,,,No Person,1,http://www.capitalfm.co.ke/lifestyle/files/2013/04/eat-fish-live-longer.jpg
685655954,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://previews.123rf.com/images/imagehitevo/imagehitevo1006/imagehitevo100600125/7131722-Woman-eating-seafood-spaghetti-Stock-Photo.jpg
685655955,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i.dailymail.co.uk/i/pix/2010/09/13/article-1311382-0B200EDE000005DC-570_306x423.jpg
685655956,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.babymed.com/sites/default/files/u160962/eating-fish-during-pregnancy-small.jpg
685655957,finalized,3,3/6/15 13:47,Female,1,Adult/Teenager (13 or older),1,No Person,0.6936,http://vipmedia.globalnews.ca/2014/06/raw_2x6_online_how-much-fish-to-eat.jpg
685655958,finalized,3,3/6/15 13:51,Female,1,Kid (younger than 13),1,Person,1,https://s-media-cache-ak0.pinimg.com/236x/bc/9f/d0/bc9fd0bdc9679ace972a450083726613.jpg
685655959,finalized,3,3/6/15 13:42,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.teara.govt.nz/files/p-5099-nzh.jpg
685655960,finalized,3,3/6/15 14:26,Male,1,Adult/Teenager (13 or older),1,Person,0.6764,http://intothemiddlekingdom.files.wordpress.com/2013/02/20121101-pb010475.jpg
685655961,finalized,3,3/6/15 14:20,Female,0.6465,Adult/Teenager (13 or older),1,Person,1,http://www.osteopathic.org/osteopathic-health/about-your-health/health-conditions-library/general-health/PublishingImages/eating-seafood.jpg
685655962,finalized,3,3/6/15 13:44,,,,,No Person,1,http://aaronshelley.com/wp-content/uploads/2013/04/shellfish.jpg
685655963,finalized,3,3/6/15 13:47,Female,1,Adult/Teenager (13 or older),1,No Person,1,http://www.fsrmagazine.com/sites/rmgtmagazine.com/files/styles/story-top-photo/public/barton-fish-filleting01.jpg
685655964,finalized,3,3/6/15 14:12,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.foodservicefootprint.com/wp-content/uploads/2011/12/Sustainable_Seafood__Castle_Catering_B.jpg
685655965,finalized,3,3/6/15 13:44,Female,1,Adult/Teenager (13 or older),1,Person,0.6764,http://media-cdn.tripadvisor.com/media/photo-s/05/e7/1d/cb/fresh-seafood-was-continuously.jpg
685655966,finalized,3,3/6/15 14:20,,,,,No Person,1,http://images.sciencedaily.com/2013/04/130401181502-large.jpg
685655967,finalized,3,3/6/15 13:45,Male,1,Adult/Teenager (13 or older),1,Person,0.6989,http://thefordoutfitters.com/uploads/post/marquee_image/28/Beast-Eating-Seafood-in-Florida.jpg
685655968,finalized,3,3/6/15 13:45,Male,0.6591,Adult/Teenager (13 or older),1,Person,0.6989,http://www.floridasportsman.com/wp-content/blogs.dir/13/files/the-best-eating-seafood-of-florida/lobstersloggerhead.jpg
685654493,finalized,3,3/6/15 13:29,,,,,Image Not Working,1,http://vcportal.ventura.org/COV/images/healthandhumanservices/foodAssistanceHealthyEating.jpg
685654494,finalized,3,3/6/15 13:30,Male,1,Kid (younger than 13),0.6758,Person,1,http://i.telegraph.co.uk/multimedia/archive/01475/fatKid_1475843c.jpg
685654495,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.womanmagazine.co.uk/wp-content/uploads/2012/06/iStock_000020039192Medium.jpg
685654496,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.earthfittraining.com/wp-content/uploads/2013/11/eating-healthy.jpg
685654497,finalized,3,3/6/15 13:29,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.interinclusion.org/wp-content/uploads/2014/03/Healthy-eats.jpg
685654498,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.jessicasrecipebag.co.uk/wp-content/uploads/2012/10/SaladEatingWoman-iStock_000016222736Medium.jpg
685654499,finalized,3,3/6/15 13:28,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.myhealthtips.in/wp-content/uploads/2013/10/How-To-Slow-Your-Eating-Habits.jpg
685654500,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.read101.ca/imgload/OR13_eating1_CD.jpg
685654501,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn-media-1.lifehack.org/wp-content/files/2014/03/food-eating-sandwhich.jpg
685654502,finalized,3,3/6/15 13:29,Male,1,Kid (younger than 13),1,Person,1,http://cdn.playbuzz.com/cdn/e86d7a2f-13d3-463b-908c-0bb05f5f07d1/80aa539d-d8d0-478a-8383-56274dd6c4ed.jpg
685654503,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.discovergoodnutrition.com/wp-content/uploads/2010/09/Healthy-eating-300x199.png
685654504,finalized,3,3/6/15 13:30,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.nacentralohio.com/wp-content/uploads/2013/04/CE_0413_WomanEatingSalad.jpg
685654505,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://eluxemagazine.com/wp-content/uploads/2014/11/eating-raw-foods1.jpg
685654506,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://images.medicaldaily.com/sites/medicaldaily.com/files/styles/headline/public/2014/04/08/woman-eating-fast-food-alone.jpg
685654507,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://gracefullhome.net/wp-content/uploads/2014/08/eating-blog.jpg
685654508,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.flavoreddelights.com/wp-content/uploads/2012/12/8-Tips-for-Healthy-Eating-Food.jpg
685654509,finalized,3,3/6/15 13:30,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn2.business2community.com/wp-content/uploads/2012/06/eating-healthy2.jpg
685654510,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.lovelivehealth.com/wp-content/uploads/2014/08/Girl-Eating-Sandwich-600x260.png
685654511,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://higherperspective.com/wp-content/uploads/2014/12/junk-food-eating.jpg
685654512,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://relentlessgains.com/wp-content/uploads/2013/07/food-choices-for-health.jpg
685654513,finalized,3,3/6/15 13:28,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.thenutritionpost.com/wp-content/uploads/2011/03/Food.jpg
685654514,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://s51.mindvalley.us/silvamethodlifemvedit/media/images/shutterstock_63207955.jpg
685654515,finalized,3,3/6/15 13:29,Male,1,Adult/Teenager (13 or older),1,Person,1,http://upload.wikimedia.org/wikipedia/commons/c/c7/Eating_food_in_folded_Asian_Palmyra_palm_leaf.jpg
685654516,finalized,3,3/6/15 13:28,Male,1,Kid (younger than 13),1,Person,1,http://images.worldnow.com/studioone/images/13788885_BG1.jpg
685654517,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.feminiya.com/wp-content/uploads/2013/02/girl-over-eating-food-520x390.jpg
685654518,finalized,3,3/6/15 13:29,Male,0.6949,Kid (younger than 13),1,Person,1,http://www.eatplaysleep.ca/wp-content/uploads/2014/02/baby-eating-stage-three.jpg
685654519,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.therawfoodcoach.com/images/05C_Article_Social_Eating.jpg
685654520,finalized,3,3/6/15 13:30,Female,1,Adult/Teenager (13 or older),0.6538,Person,1,http://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/articles/health_tools/Delicious_Foods_That_Fill_You_Up_Sanford_tween_slideshow/getty_rf_photo_of_tween_girl_eating_fast_food_chicken_sandwich.jpg
685654521,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn-jpg.allyou.com/sites/default/files/image/2014/01/500xvariable/i/2010/03/woman-eating-food-plate-bite-x.jpg
685654522,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://liftedlifeyoga.com/wp-content/uploads/2012/06/Emotional_Eating-727434.jpg
685654523,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i.dailymail.co.uk/i/pix/2011/06/21/article-2006312-0716BE2F000005DC-855_468x367.jpg
685654524,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,0.7065,http://www.holistic-guide.com/wp-content/uploads/2013/12/raw.jpg
685654525,finalized,3,3/6/15 13:30,Female,1,Adult/Teenager (13 or older),1,Person,1,http://img2.timeinc.net/health/images/slides/junk-food-400x400.jpg
685654526,finalized,3,3/6/15 13:30,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.thehindu.com/multimedia/dynamic/00140/06IN_FOOD_140088e.jpg
685654527,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,https://eatsmarter.com.au/image/data/allergies-eat-the-right-foods-ss.jpg
685654528,finalized,3,3/6/15 13:30,Male,1,Kid (younger than 13),0.6713,Person,1,http://imatter.silvercross.org/wp-content/uploads/2013/06/Boy-eating-a-hamburger-cropped.jpg
685654529,finalized,3,3/6/15 13:29,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.fitbie.com/sites/default/files/opening-man-eating-healthy-meal-ss.jpg
685654530,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://humannhealth.com/wp-content/uploads/2013/04/How-to-burn-by-eating-Natural-food.jpg
685654531,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.sheknows.com/articles/2013/02/woman-eating-junk-food.jpg
685654532,finalized,3,3/6/15 13:29,Male,1,Kid (younger than 13),1,Person,1,http://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/articles/health_tools/Delicious_Foods_That_Fill_You_Up_Sanford_tween_slideshow/getty_rf_photo_of_strong_boy_eating_tuna_sandwich.jpg
685654533,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.divinecaroline.com/sites/divinecaroline.com/files/styles/facebook_og_image/public/woman-eating-healthy-food-for-beauty.jpg
685654534,finalized,3,3/6/15 13:28,Male,1,Kid (younger than 13),1,Person,1,http://www.divineglowinghealth.com/wp-content/uploads/2013/05/Kids_Eating_Hunger.jpg
685654535,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,0.7065,http://www.foodvirgin.com/ChefgirlFotolia.jpg
685654536,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.nutrition-for-athletes.com/images/Healthy-Eating.jpg
685654537,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://blogs.poughkeepsiejournal.com/getmotivatedgetfit/files/2013/06/food.jpg
685654538,finalized,3,3/6/15 13:29,Male,1,Adult/Teenager (13 or older),1,Person,1,http://live-less-ordinary.com/wp-content/uploads/2013/10/me-eating-vietnamese-food-profile.jpg
685654539,finalized,3,3/6/15 13:30,Female,0.5089,Adult/Teenager (13 or older),1,Person,0.6693,http://www.poklat.com/wp-content/uploads/2014/08/sugary-food-consumption.jpg
685654540,finalized,3,3/6/15 13:30,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.purelifts.com/wp-content/uploads/2013/05/man_eats_junk_food.jpg
685654541,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://mixhealth.com/wp-content/uploads/2014/12/url9.jpg
685654542,finalized,3,3/6/15 13:28,Male,1,Adult/Teenager (13 or older),0.6702,Person,1,http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2013/1/14/1358197013520/A-child-eating-junk-food-008.jpg
685654543,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.thegoodcalorie.com/wp-content/uploads/2013/05/Good-vs.-bad-choice-woman.jpg
685654544,finalized,3,3/6/15 13:29,Male,1,Adult/Teenager (13 or older),1,Person,1,http://citylicious.net/wp-content/uploads/2014/10/eating-spicy-food.jpg
685654545,finalized,3,3/6/15 13:30,Female,1,Adult/Teenager (13 or older),1,Person,1,http://dietplan101.com/wp-content/uploads/2014/09/chewing-food-weight-loss-35.jpg
685654546,finalized,3,3/6/15 13:28,Male,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/x/man-eating-fast-food-2460391.jpg
685654547,finalized,3,3/6/15 13:29,Female,1,Kid (younger than 13),1,Person,1,http://svet-biologije.com/wp-content/uploads/2014/09/Healthy-Eating-Food.jpg
685654548,finalized,3,3/6/15 13:29,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.skin-vein.com/wp-content/uploads/2013/08/Healthy-Skin-Food-Zimmet-Vein-Dermatology-Austin.jpg
685654549,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://85086magazine.com/wp-content/uploads/2014/01/shutterstock_97515764.jpg
685654550,finalized,3,3/6/15 13:28,Male,1,Kid (younger than 13),1,Person,1,http://williammurray.co.uk/wp-content/uploads/2015/01/boy-eating-burger.jpg
685654551,finalized,3,3/6/15 13:29,Male,1,Kid (younger than 13),1,Person,1,http://www.slt2008.org/wp-content/uploads/2014/02/aa-kids-healthy-eat.jpg
685654552,finalized,3,3/6/15 13:28,Female,1,Adult/Teenager (13 or older),1,Person,1,http://image.shutterstock.com/display_pic_with_logo/172021/103021874/stock-photo-woman-eating-fast-food-isolated-103021874.jpg
